	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq2251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
seq2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
seq2253	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		
seq2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	
seq2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
seq2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
seq2258	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae		
seq2259	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	
seq2260	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2261	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		
seq2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
seq2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	disporicum
seq2265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	
seq2266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	niabensis
seq2267	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq2268	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	
seq2269	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq2270	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
seq2271	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	
seq2272	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq2273	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	flavida
seq2275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
seq2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
seq2277	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
seq2278	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	
seq2279	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	
seq2280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
seq2281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	Eukaryota						
seq2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae		
seq2283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
seq2285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	
seq2286	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI		
seq2287	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli				
seq2288	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
seq2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	halophilus
seq2291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045	
seq2292	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq2293	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	amycolatum
seq2294	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Savagea	
seq2295	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	
seq2296	0	0	0	0	0	0	0	99	0	0	0	0	0	25	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
seq2297	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
seq2298	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
seq2299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
seq2302	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq2303	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
seq2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	Eukaryota						
seq2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
seq2307	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	
seq2308	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq2309	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
seq2310	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	
seq2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Paenalcaligenes	hermetiae
seq2312	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq2313	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	
seq2314	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	fluvialis
seq2315	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	Eukaryota						
seq2316	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq2317	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	
seq2318	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	
seq2319	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group		
seq2320	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	quisquiliarum
seq2321	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq2322	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
seq2323	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	
seq2324	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Gallicola	
seq2325	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae		
seq2326	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae		
seq2327	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter	
seq2328	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	Eukaryota						
seq2329	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
seq2330	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
seq2331	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
seq2332	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	Eukaryota						
seq2334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Sedimentibacter	
seq2335	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq2336	35	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2337	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
seq2338	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	
seq2339	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	
seq2340	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae		
seq2341	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae		
seq2342	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	thermoaerophilus
seq2343	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	
seq2344	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Bordetella	petrii
seq2345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	
seq2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	
seq2347	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales			
seq2348	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq2349	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
seq2350	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq2351	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
seq2352	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	
seq2353	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Verticia	
seq2354	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Bordetella	
seq2355	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq2356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0							
seq2357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
seq2358	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	indicireducens
seq2359	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq2360	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Fodinicurvataceae		
seq2361	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
seq2362	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	Bacteria						
seq2363	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
seq2364	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2365	0	0	0	0	0	0	0	0	0	59	0	0	0	0	57	0	0	Bacteria	Actinobacteria	Acidimicrobiia				
seq2366	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	
seq2367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	
seq2368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
seq2369	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
seq2370	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	celere
seq2371	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	amycolatum
seq2372	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq2373	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
seq2374	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae		
seq2375	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_15	cochlearium
seq2376	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
seq2377	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
seq2378	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	Bacteria	Firmicutes	Bacilli				
seq2379	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Falsochrobactrum	
seq2380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
seq2381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2382	0	0	55	0	59	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	
seq2383	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq2384	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Camelimonas	
seq2385	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
seq2386	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2387	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	keratinilytica
seq2388	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	
seq2389	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	Bacteria	Firmicutes	Bacilli				
seq2390	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	residui
seq2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
seq2393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	Eukaryota						
seq2394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	
seq2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq2396	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq2397	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq2398	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	
seq2399	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Falsochrobactrum	
seq2400	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia				
seq2401	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	russellii
seq2402	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2403	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	
seq2404	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	eburnea
seq2405	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
seq2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	Bacteria	Firmicutes					
seq2407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Amb-16S-1323		
seq2408	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq2409	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	
seq2410	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
seq2411	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae		
seq2412	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq2413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
seq2414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	
seq2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq2416	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	
seq2417	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq2418	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
seq2419	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae		
seq2420	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	halophilus
seq2421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae		
seq2422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
